City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,ain sukhna,29.6002,32.3167,58.33,68,65,3.6,EG,1704512025
362,sagua la grande,22.8067,-80.0756,68.99,87,0,8.52,CU,1704512025
363,saint-pierre,-21.3393,55.4781,79.18,94,75,11.5,RE,1704511809
364,luchegorsk,46.4764,134.2569,8.82,86,100,5.3,RU,1704512026
365,alliance,40.9153,-81.1059,26.06,84,100,4.92,US,1704511914
366,ust-nera,64.5667,143.2,-39.21,99,98,3.74,RU,1704512028
367,christchurch,-43.5333,172.6333,71.55,55,40,12.66,NZ,1704512027
368,braganca,-1.0536,-46.7656,75.2,98,99,1.66,BR,1704512029
369,castillejos,14.9333,120.2,87.35,51,20,17.27,PH,1704512030
370,cimin,39.7101,39.7021,30.27,64,0,9.22,TR,1704512031
371,orcopampa,-15.2661,-72.3417,49.84,87,99,2.84,PE,1704512032
372,susuman,62.7833,148.1667,-45.02,100,96,1.01,RU,1704512032
373,kerikeri,-35.2268,173.9474,69.73,84,92,4.79,NZ,1704512033
374,sao jose de piranhas,-7.1206,-38.5019,77.61,57,81,4.38,BR,1704512034
375,taltal,-25.4,-70.4833,66.76,79,32,2.57,CL,1704512035
376,say,13.1007,2.3689,69.85,16,45,9.33,NE,1704512036
377,namsos,64.4662,11.4957,28.45,86,100,14.97,NO,1704512036
378,kon tum,14.35,108.0,81.82,43,63,4.32,VN,1704512037
379,raja,8.4596,25.678,62.89,25,83,4.7,SS,1704511760
380,inarajan village,13.2736,144.7484,88.77,88,14,13.82,GU,1704512038
381,tsengel,49.4783,100.8894,-2.54,79,10,3.47,MN,1704512039
382,es castell,39.8795,4.2854,50.68,93,75,21.85,ES,1704512039
383,preobrazheniye,42.9019,133.9064,22.84,48,4,4.72,RU,1704512040
384,garh maharaja,30.8339,71.9053,56.62,30,0,3.13,PK,1704512040
385,ashkasham,36.6833,71.5333,17.98,55,10,3.58,AF,1704512041
386,jieshi,22.8134,115.8257,67.78,63,18,4.18,CN,1704512042
387,burabay,53.0838,70.3138,9.05,93,89,4.5,KZ,1704512042
388,northam,51.0333,-4.2167,45.61,88,10,14.88,GB,1704512043
389,serra branca,-6.5333,-38.2667,77.23,80,95,11.83,BR,1704512044
390,suihua,46.6406,126.9969,4.69,90,95,3.42,CN,1704512045
391,keelung,25.1283,121.7419,73.29,70,3,4.76,TW,1704512045
392,bojia,26.4672,111.9681,62.1,59,36,3.78,CN,1704512046
393,papao,-17.75,-149.55,83.88,88,100,13.18,PF,1704512047
394,rio grande,-32.035,-52.0986,71.94,84,3,15.05,BR,1704512048
395,baise city,23.8997,106.6133,64.36,88,100,2.51,CN,1704512048
396,yerofey pavlovich,53.9667,121.9667,1.02,60,100,4.52,RU,1704512049
397,galveston,29.3669,-94.9669,52.99,86,0,3.06,US,1704512050
398,ola,59.5833,151.2833,-17.86,85,1,6.87,RU,1704512050
399,garland,32.9126,-96.6389,47.26,90,75,0.0,US,1704512051
400,kenai,60.5544,-151.2583,24.85,86,100,6.91,US,1704512034
401,hilo,19.7297,-155.09,75.25,82,0,4.61,US,1704512020
402,soio,-6.1349,12.3689,77.65,81,7,8.41,AO,1704512053
403,salekhard,66.53,66.6019,-0.74,89,94,11.92,RU,1704511938
404,zaozersk,69.4005,32.4476,-10.12,99,86,7.0,RU,1704512054
405,waingapu,-9.6567,120.2641,89.19,60,71,8.28,ID,1704512055
406,ust'-kulom,61.6864,53.6902,-17.82,100,98,1.66,RU,1704512056
407,nola,40.922,14.5329,61.21,83,99,4.65,IT,1704511985
408,shimoda,34.6667,138.95,62.96,58,2,24.2,JP,1704512057
409,tobelo,1.7284,128.0095,84.43,75,100,10.16,ID,1704512058
410,jiangyou,31.7667,104.7167,56.1,43,6,3.71,CN,1704512059
411,naantali,60.4674,22.0243,-1.79,78,0,3.44,FI,1704512059
412,havre,49.5833,0.3333,43.2,93,100,9.22,FR,1704511928
413,taksimo,56.3444,114.8794,-13.59,81,14,0.16,RU,1704512061
414,al mayadin,35.0209,40.4535,51.4,58,0,11.21,SY,1704512061
415,zhigulevsk,53.3997,49.4953,1.98,100,93,2.73,RU,1704512062
416,island harbour,50.724,-1.2758,42.48,91,87,1.99,GB,1704512062
417,mili,6.0815,171.735,81.88,73,100,18.43,MH,1704512063
418,rivne,50.6231,26.2274,35.08,90,100,7.76,UA,1704511859
419,esil,51.9556,66.4042,21.04,97,100,3.15,KZ,1704512064
420,broken hill,-31.95,141.4333,89.26,38,100,8.16,AU,1704512065
421,la ronge,55.1001,-105.2842,3.45,78,100,5.75,CA,1704512066
422,kidal,18.4411,1.4078,67.23,16,96,5.86,ML,1704512066
423,praia da vitoria,38.7333,-27.0667,60.76,82,20,11.77,PT,1704512067
424,selfoss,63.9331,-20.9971,21.47,94,73,4.79,IS,1704512068
425,mirnyy,62.5353,113.9611,-31.77,66,12,7.0,RU,1704512068
426,ulaangom,49.9811,92.0667,-6.75,97,100,2.33,MN,1704512007
427,belmonte,-15.8631,-38.8828,77.41,93,99,7.31,BR,1704512069
428,sferracavallo,42.726,12.0956,56.44,98,100,11.12,IT,1704512070
429,verkhnevilyuysk,63.4453,120.3167,-43.19,100,96,0.72,RU,1704512071
430,jamay,20.3,-102.7167,58.71,62,36,4.97,MX,1704512071
431,aberglasslyn,-32.7,151.5333,86.09,37,1,12.8,AU,1704512072
432,pandan,14.0453,124.1694,79.43,89,66,15.59,PH,1704512073
433,tura,25.5198,90.2201,71.19,40,4,1.12,IN,1704512073
434,bor,56.3567,44.0669,-15.0,100,93,1.74,RU,1704511805
435,port macquarie,-31.4333,152.9167,77.9,58,91,8.75,AU,1704512075
436,karratha,-20.7377,116.8463,93.6,40,1,14.83,AU,1704512076
437,krasnoturansk,54.3186,91.5639,7.23,93,100,4.0,RU,1704512076
438,krasnyy chikoy,50.3643,108.7512,-4.27,90,67,2.46,RU,1704512077
439,kabare,-2.4683,28.8242,59.58,92,96,0.47,CD,1704512078
440,lae,-6.7221,146.9847,85.98,70,100,7.07,PG,1704512078
441,taormina,37.8536,15.2885,61.61,84,99,4.0,IT,1704512079
442,labrador city,52.9463,-66.9114,-11.29,77,20,8.05,CA,1704512079
443,dunedin,-45.8742,170.5036,54.81,91,26,4.0,NZ,1704511922
444,jayapura,-2.5333,140.7,87.19,67,66,6.15,ID,1704512081
445,oyama,36.3,139.8,54.68,31,0,2.84,JP,1704512082
446,okha,53.5739,142.9478,-3.82,96,69,12.08,RU,1704512083
447,as sulaymaniyah,35.5611,45.4375,46.58,86,95,4.32,IQ,1704511814
448,aydarken,39.9443,71.3429,32.83,60,74,8.23,KG,1704512084
449,cooma,-36.2333,149.1333,74.84,42,5,3.8,AU,1704512084
450,swakopmund,-22.6833,14.5333,63.48,94,15,2.1,,1704512085
451,sarpang,26.864,90.2674,70.56,39,1,3.58,BT,1704512086
452,aykhal,66.0,111.5,-22.13,97,96,8.59,RU,1704512086
453,halifax,44.6453,-63.5724,19.51,81,16,11.01,CA,1704511916
454,terrace,54.5163,-128.6035,35.51,93,100,5.75,CA,1704512087
455,purpe,64.4803,76.6897,-18.35,99,55,8.23,RU,1704512088
456,buka,40.8108,69.1986,49.37,50,57,1.83,UZ,1704512089
457,mabaruma,8.2,-59.7833,72.68,95,88,1.95,GY,1704512089
458,zhigalovo,54.8097,105.1578,-14.6,93,100,3.11,RU,1704512090
459,jedlicze,49.7175,21.6489,44.56,89,100,7.36,PL,1704512090
460,charcas,23.1333,-101.1167,52.11,35,70,5.95,MX,1704512091
461,negotin,44.2264,22.5308,41.54,72,100,3.18,RS,1704511965
462,kapuskasing,49.4169,-82.4331,1.4,78,0,6.91,CA,1704512093
463,westport,41.1415,-73.3579,32.86,68,0,3.44,US,1704512093
464,saudarkrokur,65.7461,-19.6394,24.31,93,85,9.51,IS,1704512094
465,porbandar,21.6422,69.6093,67.98,30,33,6.91,IN,1704512082
466,santa cruz,-17.8,-63.1667,81.86,83,43,5.75,BO,1704512095
467,kapa'a,22.0752,-159.319,80.58,84,0,5.75,US,1704512096
468,nagqu,31.5,92.0,10.69,44,80,5.03,CN,1704512096
469,bodo,67.28,14.405,30.94,97,100,6.91,NO,1704511951
470,esquel,-42.9,-71.3167,51.39,86,96,4.9,AR,1704511957
471,kargasok,59.0556,80.8572,16.97,95,100,7.0,RU,1704512098
472,prainha,-1.8,-53.48,74.28,98,100,1.05,BR,1704512099
473,kuanda,56.3161,116.0806,-19.57,92,25,1.34,RU,1704512099
474,porto seguro,-16.4497,-39.0647,79.32,94,100,5.75,BR,1704511984
475,ashland,40.8167,-82.2665,28.06,93,100,4.68,US,1704512101
476,geraldton,-28.7667,114.6,97.21,21,12,17.27,AU,1704512101
477,salalah,17.0151,54.0924,71.69,49,0,6.91,OM,1704511925
478,hozat,39.1083,39.2213,20.77,68,1,6.35,TR,1704512102
479,betio village,1.358,172.9211,87.84,76,44,15.01,KI,1704512103
480,adygeysk,44.88,39.19,41.68,93,0,6.71,RU,1704512104
481,tidjikja,18.5564,-11.4271,65.21,16,0,10.4,MR,1704512104
482,luena,-11.7833,19.9167,64.58,94,100,4.61,AO,1704512105
483,januaria,-15.4833,-44.3667,70.7,98,100,1.45,BR,1704512107
484,berdigestyakh,62.0989,126.6992,-38.15,100,100,2.04,RU,1704512109
485,summerside,46.3959,-63.7876,16.14,67,98,14.97,CA,1704512110
486,tulun,54.5611,100.5792,0.39,81,100,11.07,RU,1704512111
487,deba,10.2086,11.3859,67.91,25,99,4.61,NG,1704512112
488,san luis,-33.295,-66.3356,73.02,63,14,10.0,AR,1704512113
489,chaoyang,41.5703,120.4586,24.69,37,39,7.4,CN,1704512113
490,gundorovskiy,46.7805,41.8968,39.58,89,95,16.8,RU,1704512114
491,plettenberg bay,-34.0527,23.3716,65.21,90,48,5.1,ZA,1704512115
492,kayangel,8.0823,134.7173,83.82,75,100,14.12,PW,1704512115
493,narvik,68.4384,17.4272,26.8,96,86,0.78,NO,1704512116
494,prince rupert,54.3161,-130.3201,40.69,92,100,29.93,CA,1704512116
495,guerrero negro,27.9769,-114.0611,60.82,54,0,10.45,MX,1704512117
496,vila velha,-20.3297,-40.2925,75.94,91,20,5.01,BR,1704512118
497,muang phonsavan,19.45,103.2167,74.39,44,49,2.55,LA,1704512118
498,patterson,37.4716,-121.1297,55.06,80,54,5.39,US,1704512119
499,khor,47.8861,134.9464,7.18,91,100,6.02,RU,1704512120
500,bubaque,11.2833,-15.8333,78.51,64,78,8.81,GW,1704512120
501,khamis mushait,18.3064,42.7292,47.01,81,0,6.91,SA,1704512121
502,chu,43.5983,73.7614,40.53,80,100,11.63,KZ,1704512121
503,garissa,-0.4536,39.6401,78.13,77,46,6.17,KE,1704512122
504,naifaru,5.4444,73.3657,81.93,74,100,2.71,MV,1704512123
505,peace river,56.2501,-117.286,5.31,85,75,3.44,CA,1704512123
506,port alfred,-33.5906,26.891,64.18,96,25,7.0,ZA,1704512125
507,porto novo,6.4965,2.6036,80.02,81,27,2.37,BJ,1704512125
508,kondopoga,62.2057,34.2614,-29.52,100,90,2.28,RU,1704512126
509,alice springs,-23.7,133.8833,94.55,29,99,5.75,AU,1704512127
510,ji'an,27.1172,114.9793,62.37,56,65,5.21,CN,1704511913
511,rodolfo sanchez taboada,31.7167,-116.5667,54.86,60,2,2.26,MX,1704512128
512,san vicente de chucuri,6.881,-73.4098,74.57,84,65,3.74,CO,1704512129
513,mwatate,-3.5029,38.3795,69.85,87,100,3.8,KE,1704512129
514,dubno,50.4169,25.7343,35.13,89,100,7.74,UA,1704512130
515,hanceville,34.0607,-86.7675,45.55,95,100,14.43,US,1704512130
516,nadi,-17.8,177.4167,87.8,66,75,8.05,FJ,1704512131
517,coquimbo,-29.9533,-71.3436,62.33,82,0,6.91,CL,1704512132
518,la'ie,21.6477,-157.9253,80.56,81,99,3.0,US,1704512132
519,barika,35.389,5.3658,44.78,68,23,23.29,DZ,1704511922
520,shantobe,52.4581,68.1839,11.86,97,99,2.15,KZ,1704512134
521,sorsk,54.0033,90.2467,15.57,93,100,5.99,RU,1704512134
522,campobello di mazara,37.6358,12.7443,59.85,92,100,16.96,IT,1704512100
523,badr hunayn,23.7829,38.7905,68.18,73,0,2.15,SA,1704512136
524,nueva guinea,11.6876,-84.4562,70.14,98,7,3.89,NI,1704512136
525,alpena,45.0617,-83.4327,28.72,89,100,0.0,US,1704512137
526,kinmparana,12.8402,-4.9199,76.53,13,100,6.87,ML,1704512138
527,port moresby,-9.4431,147.1797,92.62,59,40,11.5,PG,1704512138
528,najaf,31.9985,44.3398,49.78,76,1,6.91,IQ,1704512139
529,igarka,67.4667,86.5833,-13.49,98,98,5.32,RU,1704512139
530,fort st. john,56.2499,-120.8529,6.69,92,100,6.91,CA,1704512140
531,nishinoomote,30.7333,131.0,57.76,94,75,5.75,JP,1704512141
532,laguna,38.421,-121.4238,52.11,75,0,3.44,US,1704512141
533,at taj,24.2049,23.2857,51.98,35,5,5.7,LY,1704512142
534,sittwe,20.15,92.9,74.37,41,36,4.54,MM,1704512143
535,homer,59.6425,-151.5483,33.69,86,0,4.61,US,1704512143
536,keren,15.7778,38.4581,58.73,84,5,4.94,ER,1704512144
537,tshabong,-26.05,22.45,75.87,53,14,8.25,BW,1704512145
538,al ghayzah,16.2079,52.176,71.47,51,52,7.7,YE,1704512145
539,sogndal,61.2283,7.1003,8.98,92,22,0.0,NO,1704512146
540,gisborne,-38.6533,178.0042,64.06,75,63,12.48,NZ,1704512146
541,nueva loja,0.0847,-76.8828,74.66,80,100,1.81,EC,1704512147
542,tazovsky,67.4667,78.7,-13.9,97,97,7.11,RU,1704512149
543,calama,-22.4667,-68.9333,57.69,30,0,5.75,CL,1704512150
544,shingu,33.7333,135.9833,61.72,47,6,7.52,JP,1704512150
545,cabinda,-5.55,12.2,78.94,89,19,3.44,AO,1704512151
546,holualoa,19.6228,-155.9522,75.56,72,0,5.75,US,1704512152
547,idri,27.5,13.2667,51.55,33,0,3.0,LY,1704512153
548,prince albert,53.2001,-105.7677,4.95,85,100,12.66,CA,1704512153
549,yanam,16.7333,82.2167,77.85,62,90,10.58,IN,1704512154
550,srebrenik,44.7078,18.4881,51.66,76,100,5.97,BA,1704512154
551,stanthorpe,-28.6667,151.95,71.42,77,72,12.71,AU,1704512155
552,massakory,12.996,15.7293,66.09,19,53,10.04,TD,1704512157
553,alma,48.5501,-71.6491,9.61,85,85,8.52,CA,1704512157
554,lyskovo,56.0328,45.0422,-17.64,100,63,0.04,RU,1704512158
555,mahibadhoo,3.7833,72.9667,82.15,78,100,7.09,MV,1704511952
556,saint croix,17.7397,-64.7388,74.95,86,0,4.61,VI,1704512159
557,attapeu,14.8,106.8333,84.81,44,77,4.25,LA,1704512160
558,vanino,49.0869,140.2543,9.93,81,99,4.43,RU,1704512161
559,dul'durga,50.6761,113.5931,0.21,68,3,3.33,RU,1704512146
560,mont-joli,48.5839,-68.1921,14.5,74,100,12.57,CA,1704512162
561,ikwiriri,-7.9562,38.9716,74.48,95,97,3.4,TZ,1704512163
562,amahai,-3.3333,128.9167,83.44,76,100,2.1,ID,1704512163
563,bel ombre,-4.6167,55.4167,80.44,83,75,2.3,SC,1704512164
564,saint-philippe,-21.3585,55.7679,79.11,86,93,7.0,RE,1704512164
565,los banos,14.1667,121.1833,88.79,61,35,11.86,PH,1704512166
566,hartford,41.7668,-72.7662,28.85,84,59,1.01,US,1704512166
567,nasiriyah,31.0521,46.261,57.11,53,0,6.98,IQ,1704512167
568,tanout,14.9709,8.8879,61.39,23,42,9.35,NE,1704512167
569,ocher,57.8904,54.7202,-26.59,100,30,2.13,RU,1704512168
570,gorno-altaysk,51.9561,85.955,22.51,83,100,5.99,RU,1704512169
571,nsanje,-16.92,35.262,72.52,94,44,1.3,MW,1704512169
572,rubtsovsk,51.5,81.25,25.25,92,100,12.68,RU,1704512170
573,hovd,48.0056,91.6419,6.13,71,61,1.86,MN,1704512171
574,jalai nur,49.45,117.7,-2.78,77,2,9.26,CN,1704512171
575,regina,50.4501,-104.6178,18.03,86,100,13.8,CA,1704512172
576,pauini,-7.7136,-66.9764,73.29,99,59,2.08,BR,1704512172
577,betul,21.9153,77.8961,67.87,63,31,4.25,IN,1704512173
578,brokopondo,4.75,-55.1667,75.2,91,46,8.77,SR,1704512174
579,kill devil hills,36.0307,-75.676,42.98,84,0,0.0,US,1704512174
580,ta'izz,13.5,44.0,59.85,76,22,3.94,YE,1704512175
581,kataba,13.9833,44.3833,53.71,67,20,0.78,YE,1704512176
582,shache,38.4167,77.2406,25.72,45,100,3.15,CN,1704512176
583,steti,50.453,14.3742,41.02,92,100,2.89,CZ,1704512177
584,zouerate,22.7187,-12.4521,62.67,20,4,6.38,MR,1704512178
585,sabang,5.8933,95.3214,82.15,77,100,14.74,ID,1704512178
586,kaka,37.3482,59.6143,55.29,28,93,3.74,TM,1704512179
587,taytay,14.5678,121.1394,90.03,63,20,6.91,PH,1704512179
588,mata-utu,-13.2816,-176.1745,83.62,77,100,11.05,WF,1704511967
589,jaumave,23.4167,-99.3833,54.32,81,53,1.5,MX,1704512181
590,ulsteinvik,62.3432,5.8487,27.75,69,81,1.99,NO,1704512181
591,solleftea,63.1667,17.2667,-5.94,99,18,2.86,SE,1704512182
592,murudeshwara,14.0943,74.4845,81.05,68,98,2.42,IN,1704512183
593,berezovo,63.9381,65.0419,-18.15,99,83,6.67,RU,1704512153
594,zilupe,56.3862,28.1217,4.48,98,96,3.42,LV,1704512184
595,alappuzha,9.49,76.3264,84.0,81,67,5.14,IN,1704512185
596,ajnala,31.8425,74.7589,44.56,100,100,0.0,IN,1704512185
